templates/koran.html
Chapter|Verse|Book|Sentence
54|31|al-Qamar: The Moon|Lo! We sent upon them one Shout, and they became as the dry twigs  (rejected by) the builder of a cattle-fold. 
54|32|al-Qamar: The Moon|And in truth We have made the Qur'an easy to remember; but is there any  that remembereth ? 
54|33|al-Qamar: The Moon|The folk of Lot rejected warnings. 
54|34|al-Qamar: The Moon|Lo! We sent a storm of stones upon them (all) save the family of Lot, whom  We rescued in the last watch of the night, 
54|35|al-Qamar: The Moon|As grace from Us. Thus We reward him who giveth thanks. 
54|36|al-Qamar: The Moon|And he indeed had warned them of Our blow, but they did doubt the  warnings. 
54|37|al-Qamar: The Moon|They even asked of him his guests for an ill purpose. Then We blinded their  eyes (and said): Taste now My punishment after My warnings! 
54|38|al-Qamar: The Moon|And in truth the punishment decreed befell them early in the morning. 
54|39|al-Qamar: The Moon|Now taste My punishment after My warnings! 
54|40|al-Qamar: The Moon|And in truth We have made the Qur'an easy to remember; but is there any  that remembereth ? 
54|41|al-Qamar: The Moon|And warnings came in truth unto the house of Pharaoh 
54|42|al-Qamar: The Moon|Who denied Our revelations, every one. Therefore We grasped them with the  grasp of the Mighty, the Powerful. 
54|43|al-Qamar: The Moon|Are your disbelievers better than those, or have ye some immunity in the  scriptures ? 
54|44|al-Qamar: The Moon|Or say they: We are a host victorious ? 
54|45|al-Qamar: The Moon|The hosts will all be routed and will turn and flee. 
54|46|al-Qamar: The Moon|Nay, but the Hour (of doom) is their appointed tryst, and the Hour will be  more wretched and more bitter (than their earthly failure). 
54|47|al-Qamar: The Moon|Lo! the guilty are in error and madness. 
54|48|al-Qamar: The Moon|On the day when they are dragged into the Fire upon their faces (it is said  unto them): Feel the touch of hell. 
54|49|al-Qamar: The Moon|Lo! We have created every thing by measure. 
54|50|al-Qamar: The Moon|And Our commandment is but one (commandment), as the twinkling of an  eye. 
54|51|al-Qamar: The Moon|And verily We have destroyed your fellows; but is there any that  remembereth ? 
54|52|al-Qamar: The Moon|And every thing they did is in the scriptures, 
54|53|al-Qamar: The Moon|And every small and great thing is recorded. 
54|54|al-Qamar: The Moon|Lo! the righteous will dwell among gardens and rivers, 
54|55|al-Qamar: The Moon|Firmly established in the favour of a Mighty King. 
55|1|ar-Rahman: The Merciful|The Beneficent 
55|2|ar-Rahman: The Merciful|Hath made known the Qur'an. 
55|3|ar-Rahman: The Merciful|He hath created man. 
55|4|ar-Rahman: The Merciful|He hath taught him utterance. 
55|5|ar-Rahman: The Merciful|The sun and the moon are made punctual. 
55|6|ar-Rahman: The Merciful|The stars and the trees adore. 
55|7|ar-Rahman: The Merciful|And the sky He hath uplifted; and He hath set the measure, 
55|8|ar-Rahman: The Merciful|That ye exceed not the measure, 
55|9|ar-Rahman: The Merciful|But observe the measure strictly, nor fall short thereof. 
55|10|ar-Rahman: The Merciful|And the earth hath He appointed for (His) creatures, 
55|11|ar-Rahman: The Merciful|Wherein are fruit and sheathed palm-trees, 
55|12|ar-Rahman: The Merciful|Husked grain and scented herb. 
55|13|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|14|ar-Rahman: The Merciful|He created man of clay like the potter's, 
55|15|ar-Rahman: The Merciful|And the jinn did He create of smokeless fire. 
55|16|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|17|ar-Rahman: The Merciful|Lord of the two Easts, and Lord of the two Wests! 
55|18|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|19|ar-Rahman: The Merciful|He hath loosed the two seas. They meet. 
55|20|ar-Rahman: The Merciful|There is a barrier between them. They encroach not (one upon the other). 
55|21|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|22|ar-Rahman: The Merciful|There cometh forth from both of them the pearl and coral-stone. 
55|23|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|24|ar-Rahman: The Merciful|His are the ships displayed upon the sea, like banners. 
55|25|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|26|ar-Rahman: The Merciful|Everyone that is thereon will pass away; 
55|27|ar-Rahman: The Merciful|There remaineth but the Countenance of thy Lord of Might and Glory. 
55|28|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|29|ar-Rahman: The Merciful|All that are in the heavens and the earth entreat Him. Every day He  exerciseth (universal) power. 
55|30|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|31|ar-Rahman: The Merciful|We shall dispose of you, O ye two dependents (man and jinn). 
55|32|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|33|ar-Rahman: The Merciful|O company of jinn and men, if ye have power to penetrate (all) regions of the  heavens and the earth, then penetrate (them)! Ye will never penetrate them save with  (Our) sanction. 
55|34|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|35|ar-Rahman: The Merciful|There will be sent, against you both, heat of fire and flash of brass, and ye  will not escape. 
55|36|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|37|ar-Rahman: The Merciful|And when the heaven splitteth asunder and becometh rosy like red hide - 
55|38|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? - 
55|39|ar-Rahman: The Merciful|On that day neither man nor jinni will be questioned of his sin. 
55|40|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|41|ar-Rahman: The Merciful|The guilty will be known by their marks, and will be taken by the forelocks  and the feet. 
55|42|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|43|ar-Rahman: The Merciful|This is hell which the guilty deny. 
55|44|ar-Rahman: The Merciful|They go circling round between it and fierce, boiling water. 
55|45|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|46|ar-Rahman: The Merciful|But for him who feareth the standing before his Lord there are two gardens. 
55|47|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|48|ar-Rahman: The Merciful|Of spreading branches. 
55|49|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|50|ar-Rahman: The Merciful|Wherein are two fountains flowing. 
55|51|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|52|ar-Rahman: The Merciful|Wherein is every kind of fruit in pairs. 
55|53|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|54|ar-Rahman: The Merciful|Reclining upon couches lined with silk brocade, the fruit of both the gardens  near to hand. 
55|55|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|56|ar-Rahman: The Merciful|Therein are those of modest gaze, whom neither man nor jinni will have  touched before them. 
55|57|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|58|ar-Rahman: The Merciful|(In beauty) like the jacynth and the coral-stone. 
55|59|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|60|ar-Rahman: The Merciful|Is the reward of goodness aught save goodness ? 
55|61|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|62|ar-Rahman: The Merciful|And beside them are two other gardens, 
55|63|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|64|ar-Rahman: The Merciful|Dark green with foliage. 
55|65|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|66|ar-Rahman: The Merciful|Wherein are two abundant springs. 
55|67|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|68|ar-Rahman: The Merciful|Wherein is fruit, the date-palm and pomegranate. 
55|69|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|70|ar-Rahman: The Merciful|Wherein (are found) the good and beautiful - 
55|71|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? - 
55|72|ar-Rahman: The Merciful|Fair ones, close-guarded in pavilions - 
55|73|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? - 
55|74|ar-Rahman: The Merciful|Whom neither man nor jinni will have touched before them - 
55|75|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|76|ar-Rahman: The Merciful|Reclining on green cushions and fair carpets. 
55|77|ar-Rahman: The Merciful|Which is it, of the favours of your Lord, that ye deny ? 
55|78|ar-Rahman: The Merciful|Blessed be the name of thy Lord, Mighty and glorious! 
56|1|al-Waqi`ah: That Which is Coming|When the event befalleth - 
56|2|al-Waqi`ah: That Which is Coming|There is no denying that it will befall - 
56|3|al-Waqi`ah: That Which is Coming|Abasing (some), exalting (others); 
56|4|al-Waqi`ah: That Which is Coming|When the earth is shaken with a shock 
56|5|al-Waqi`ah: That Which is Coming|And the hills are ground to powder 
56|6|al-Waqi`ah: That Which is Coming|So that they become a scattered dust, 
56|7|al-Waqi`ah: That Which is Coming|And ye will be three kinds: 
56|8|al-Waqi`ah: That Which is Coming|(First) those on the right hand; what of those on the right hand ? 
56|9|al-Waqi`ah: That Which is Coming|And (then) those on the left hand; what of those on the left hand ? 
56|10|al-Waqi`ah: That Which is Coming|And the foremost in the race, the foremost in the race: 
56|11|al-Waqi`ah: That Which is Coming|Those are they who will be brought nigh 
56|12|al-Waqi`ah: That Which is Coming|In gardens of delight; 
56|13|al-Waqi`ah: That Which is Coming|A multitude of those of old 
56|14|al-Waqi`ah: That Which is Coming|And a few of those of later time. 
56|15|al-Waqi`ah: That Which is Coming|On lined couches, 
56|16|al-Waqi`ah: That Which is Coming|Reclining therein face to face. 
56|17|al-Waqi`ah: That Which is Coming|There wait on them immortal youths 
56|18|al-Waqi`ah: That Which is Coming|With bowls and ewers and a cup from a pure spring 
56|19|al-Waqi`ah: That Which is Coming|Wherefrom they get no aching of the head nor any madness, 
56|20|al-Waqi`ah: That Which is Coming|And fruit that they prefer 
56|21|al-Waqi`ah: That Which is Coming|And flesh of fowls that they desire. 
56|22|al-Waqi`ah: That Which is Coming|And (there are) fair ones with wide, lovely eyes, 
56|23|al-Waqi`ah: That Which is Coming|Like unto hidden pearls, 
56|24|al-Waqi`ah: That Which is Coming|Reward for what they used to do. 
56|25|al-Waqi`ah: That Which is Coming|There hear they no vain speaking nor recrimination 
56|26|al-Waqi`ah: That Which is Coming|(Naught) but the saying: Peace, (and again) Peace. 
56|27|al-Waqi`ah: That Which is Coming|And those on the right hand; what of those on the right hand ? 
56|28|al-Waqi`ah: That Which is Coming|Among thornless lote-trees 
56|29|al-Waqi`ah: That Which is Coming|And clustered plantains, 
56|30|al-Waqi`ah: That Which is Coming|And spreading shade, 
56|31|al-Waqi`ah: That Which is Coming|And water gushing, 
56|32|al-Waqi`ah: That Which is Coming|And fruit in plenty 
56|33|al-Waqi`ah: That Which is Coming|Neither out of reach nor yet forbidden, 
56|34|al-Waqi`ah: That Which is Coming|And raised couches; 
56|35|al-Waqi`ah: That Which is Coming|Lo! We have created them a (new) creation 
56|36|al-Waqi`ah: That Which is Coming|And made them virgins, 
56|37|al-Waqi`ah: That Which is Coming|Lovers, friends, 
56|38|al-Waqi`ah: That Which is Coming|For those on the right hand; 
56|39|al-Waqi`ah: That Which is Coming|A multitude of those of old 
56|40|al-Waqi`ah: That Which is Coming|And a multitude of those of later time. 
56|41|al-Waqi`ah: That Which is Coming|And those on the left hand: What of those on the left hand ? 
56|42|al-Waqi`ah: That Which is Coming|In scorching wind and scalding water 
56|43|al-Waqi`ah: That Which is Coming|And shadow of black smoke, 
56|44|al-Waqi`ah: That Which is Coming|Neither cool nor refreshing. 
56|45|al-Waqi`ah: That Which is Coming|Lo! heretofore they were effete with luxury 
56|46|al-Waqi`ah: That Which is Coming|And used to persist in the awful sin. 
56|47|al-Waqi`ah: That Which is Coming|And they used to say: When we are dead and have become dust and bones,  shall we then, forsooth, be raised again, 
56|48|al-Waqi`ah: That Which is Coming|And also our forefathers ? 
56|49|al-Waqi`ah: That Which is Coming|Say (unto them, O Muhammad): Lo! those of old and those of later time 
56|50|al-Waqi`ah: That Which is Coming|Will all be brought together to the tryst of an appointed day. 
56|51|al-Waqi`ah: That Which is Coming|Then lo! ye, the erring, the deniers, 
56|52|al-Waqi`ah: That Which is Coming|Ye verily will eat of a tree called Zaqqum 
56|53|al-Waqi`ah: That Which is Coming|And will fill your bellies therewith; 
56|54|al-Waqi`ah: That Which is Coming|And thereon ye will drink of boiling water, 
56|55|al-Waqi`ah: That Which is Coming|Drinking even as the camel drinketh. 
56|56|al-Waqi`ah: That Which is Coming|This will be their welcome on the Day of Judgment. 
56|57|al-Waqi`ah: That Which is Coming|We created you. Will ye then admit the truth ? 
56|58|al-Waqi`ah: That Which is Coming|Have ye seen that which ye emit ? 
56|59|al-Waqi`ah: That Which is Coming|Do ye create it or are We the Creator ? 
56|60|al-Waqi`ah: That Which is Coming|We mete out death among you, and We are not to be outrun, 
56|61|al-Waqi`ah: That Which is Coming|That We may transfigure you and make you what ye know not. 
56|62|al-Waqi`ah: That Which is Coming|And verily ye know the first creation. Why, then, do ye not reflect ? 
56|63|al-Waqi`ah: That Which is Coming|Have ye seen that which ye cultivate ? 
56|64|al-Waqi`ah: That Which is Coming|Is it ye who foster it, or are We the Fosterer ? 
56|65|al-Waqi`ah: That Which is Coming|If We willed, We verily could make it chaff, then would ye cease not to  exclaim: 
56|66|al-Waqi`ah: That Which is Coming|Lo! we are laden with debt! 
56|67|al-Waqi`ah: That Which is Coming|Nay, but we are deprived! 
56|68|al-Waqi`ah: That Which is Coming|Have ye observed the water which ye drink ? 
56|69|al-Waqi`ah: That Which is Coming|Is it ye who shed it from the raincloud, or are We the Shedder ? 
56|70|al-Waqi`ah: That Which is Coming|If We willed We verily could make it bitter. Why then, give ye not thanks ? 
56|71|al-Waqi`ah: That Which is Coming|Have ye observed the fire which ye strike out; 
56|72|al-Waqi`ah: That Which is Coming|Was it ye who made the tree thereof to grow, or were We the grower ? 
56|73|al-Waqi`ah: That Which is Coming|We, even We, appointed it a memorial and a comfort for the dwellers in the  wilderness. 
56|74|al-Waqi`ah: That Which is Coming|Therefor (O Muhammad), praise the name of thy Lord, the Tremendous. 
56|75|al-Waqi`ah: That Which is Coming|Nay, I swear by the places of the stars - 
56|76|al-Waqi`ah: That Which is Coming|And lo! that verily is a tremendous oath, if ye but knew - 
56|77|al-Waqi`ah: That Which is Coming|That (this) is indeed a noble Qur'an 
56|78|al-Waqi`ah: That Which is Coming|In a Book kept hidden 
56|79|al-Waqi`ah: That Which is Coming|Which none toucheth save the purified, 
56|80|al-Waqi`ah: That Which is Coming|A revelation from the Lord of the Worlds. 
56|81|al-Waqi`ah: That Which is Coming|Is it this Statement that ye scorn, 
56|82|al-Waqi`ah: That Which is Coming|And make denial thereof your livelihood ? 
56|83|al-Waqi`ah: That Which is Coming|Why, then, when (the soul) cometh up to the throat (of the dying) 
56|84|al-Waqi`ah: That Which is Coming|And ye are at that moment looking 
56|85|al-Waqi`ah: That Which is Coming|- And We are nearer unto him than ye are, but ye see not - 
56|86|al-Waqi`ah: That Which is Coming|Why then, if ye are not in bondage (unto Us), 
56|87|al-Waqi`ah: That Which is Coming|Do ye not force it back, if ye are truthful ? 
56|88|al-Waqi`ah: That Which is Coming|Thus if he is of those brought nigh, 
56|89|al-Waqi`ah: That Which is Coming|Then breath of life, and plenty, and a Garden of delight. 
56|90|al-Waqi`ah: That Which is Coming|And if he is of those on the right hand, 
56|91|al-Waqi`ah: That Which is Coming|Then (the greeting) "Peace be unto thee" from those on the right hand. 
56|92|al-Waqi`ah: That Which is Coming|But if he is of the rejecters, the erring, 
56|93|al-Waqi`ah: That Which is Coming|Then the welcome will be boiling water 
56|94|al-Waqi`ah: That Which is Coming|And roasting at hell-fire. 
56|95|al-Waqi`ah: That Which is Coming|Lo! this is certain truth. 
56|96|al-Waqi`ah: That Which is Coming|Therefor (O Muhammad) praise the name of thy Lord, the Tremendous. 
57|1|al-Hadid: The Iron|All that is in the heavens and the earth glorifieth Allah; and He is the Mighty,  the Wise. 
57|2|al-Hadid: The Iron|His is the Sovereignty of the heavens and the earth; He quickeneth and He  giveth death; and He is Able to do all things. 
57|3|al-Hadid: The Iron|He is the First and the Last, and the Outward and the Inward; and He is  Knower of all things. 
57|4|al-Hadid: The Iron|He it is Who created the heavens and the earth in six Days; then He mounted  the Throne. He knoweth all that entereth the earth and all that emergeth therefrom and  all that cometh down from the sky and all that ascendeth therein; and He is with you  wheresoever ye may be. And Allah is Seer of what ye do. 
57|5|al-Hadid: The Iron|His is the Sovereignty of the heavens and the earth, and unto Allah (all)  things are brought back. 
57|6|al-Hadid: The Iron|He causeth the night to pass into the day, and He causeth the day to pass into  the night, and He is knower of all that is in the breasts. 
57|7|al-Hadid: The Iron|Believe in Allah and His messenger, and spend of that whereof He hath  made you trustees; and such of you as believe and spend (aright), theirs will be a great  reward. 
57|8|al-Hadid: The Iron|What aileth you that ye believe not in Allah, when the messenger calleth you  to believe in your Lord, and He hath already made a covenant with you, if ye are  believers ? 
57|9|al-Hadid: The Iron|He it is Who sendeth down clear revelations unto His slave, that He may  bring you forth from darkness unto light; and lo! for you, Allah is Full of Pity,  Merciful. 
57|10|al-Hadid: The Iron|And what aileth you that ye spend not in the way of Allah when unto Allah  belongeth the inheritance of the heavens and the earth ? Those who spent and fought  before the victory are not upon a level (with the rest of you). Such are greater in rank  than those who spent and fought afterwards. Unto each hath Allah promised good.  And Allah is Informed of what ye do. 
57|11|al-Hadid: The Iron|Who is he that will lend unto Allah a goodly loan, that He may double it for  him and his may be a rich reward ? 
57|12|al-Hadid: The Iron|On the day when thou (Muhammad) wilt see the believers, men and women,  their light shining forth before them and on their right hands, (and wilt hear it said  unto them): Glad news for you this day: Gardens underneath which rivers flow,  wherein ye are immortal. That is the supreme triumph. 
57|13|al-Hadid: The Iron|On the day when the hypocritical men and the hypocritical women will say  unto those who believe: Look on us that we may borrow from your light! it will be  said: Go back and seek for light! Then there will separate them a wall wherein is a  gate, the inner side whereof containeth mercy, while the outer side thereof is toward  the doom. 
57|14|al-Hadid: The Iron|They will cry unto them (saying): Were we not with you ? They will say:  Yea, verily; but ye tempted one another, and hesitated, and doubted, and vain desires  beguiled you till the ordinance of Allah came to pass; and the deceiver deceived you  concerning Allah; 
57|15|al-Hadid: The Iron|So this day no ransom can be taken from you nor from those who  disbelieved. Your home is the Fire; that is your patron, and a hapless journey's end. 
57|16|al-Hadid: The Iron|Is not the time ripe for the hearts of those who believe to submit to Allah's  reminder and to the truth which is revealed, that they become not as those who  received the scripture of old but the term was prolonged for them and so their hearts  were hardened, and many of them are evil-livers. 
57|17|al-Hadid: The Iron|Know that Allah quickeneth the earth after its death. We have made clear  Our revelations for you, that haply ye may understand. 
57|18|al-Hadid: The Iron|Lo! those who give alms, both men and women, and lend unto Allah a  goodly loan, it will be doubled for them, and theirs will be a rich reward. 
57|19|al-Hadid: The Iron|And those who believe in Allah and His messengers, they are the loyal, and  the martyrs are with their Lord; they have their reward and their light; while as for  those who disbelieve and deny Our revelations, they are owners of hell-fire. 
57|20|al-Hadid: The Iron|Know that the life of the world is only play, and idle talk, and pageantry, and  boasting among you, and rivalry in respect of wealth and children; as the likeness of  vegetation after rain, whereof the growth is pleasing to the husbandman, but afterward  it drieth up and thou seest it turning yellow, then it becometh straw. And in the  Hereafter there is grievous punishment, and (also) forgiveness from Allah and His  good pleasure, whereas the life of the world is but matter of illusion. 
57|21|al-Hadid: The Iron|Race one with another for forgiveness from your Lord and a Garden whereof  the breadth is as the breadth of the heavens and the earth, which is in store for those  who believe in Allah and His messengers. Such is the bounty of Allah, which He  bestoweth upon whom He will, and Allah is of Infinite Bounty. 
57|22|al-Hadid: The Iron|Naught of disaster befalleth in the earth or in yourselves but it is in a Book  before we bring it into being - Lo! that is easy for Allah - 
57|23|al-Hadid: The Iron|That ye grieve not for the sake of that which hath escaped you, nor yet exult  because of that which hath been given. Allah loveth not all prideful boasters, 
57|24|al-Hadid: The Iron|Who hoard and who enjoin upon the people avarice. And whosoever turneth  away, still Allah is the Absolute, the Owner of Praise. 
57|25|al-Hadid: The Iron|We verily sent Our messengers with clear proofs, and revealed with them the  Scripture and the Balance, that mankind may observe right measure; and He revealed  iron, wherein is mighty power and (many) uses for mankind, and that Allah may  know him who helpeth Him and His messengers, though unseen. Lo! Allah is Strong,  Almighty. 
57|26|al-Hadid: The Iron|And We verily sent Noah and Abraham and placed the prophethood and the  scripture among their seed, and among them there is he who goeth right, but many of  them are evil-livers. 
57|27|al-Hadid: The Iron|Then We caused Our messengers to follow in their footsteps; and We caused  Jesus, son of Mary, to follow, and gave him the Gospel, and placed compassion and  mercy in the hearts of those who followed him. But monasticism they invented - We  ordained it not for them - only seeking Allah's pleasure, and they observed it not with  right observance. So We give those of them who believe their reward, but many of  them are evil-livers. 
57|28|al-Hadid: The Iron|O ye who believe! Be mindful of your duty to Allah and put faith in His  messenger. He will give you twofold of His mercy and will appoint for you a light  wherein ye shall walk, and will forgive you. Allah is Forgiving, Merciful; 
57|29|al-Hadid: The Iron|That the People of the Scripture may know that they control naught of the  bounty of Allah, but that the bounty is in Allah's hand to give to whom He will. And  Allah is of Infinite Bounty. 
58|1|al-Mujadilah: She Who Pleaded|Allah hath heard the saying of her that disputeth with thee (Muhammad)  concerning her husband, and complaineth unto Allah. And Allah heareth your  colloquy. Lo! Allah is Hearer, Knower. 
58|2|al-Mujadilah: She Who Pleaded|Such of you as put away your wives (by saying they are as their mothers) -  They are not their mothers; none are their mothers except those who gave them birth -  they indeed utter an ill word and a lie. And lo! Allah is Forgiving, Merciful. 
58|3|al-Mujadilah: She Who Pleaded|Those who put away their wives (by saying they are as their mothers) and  afterward would go back on that which they have said, (the penalty) in that case (is)  the freeing of a slave before they touch one another. Unto this ye are exhorted; and  Allah is Informed of what ye do. 
58|4|al-Mujadilah: She Who Pleaded|And he who findeth not (the wherewithal), let him fast for two successive  months before they touch one another; and for him who is unable to do so (the  penance is) the feeding of sixty needy ones. This, that ye may put trust in Allah and  His messenger. Such are the limits (imposed by Allah); and for disbelievers is a  painful doom. 
58|5|al-Mujadilah: She Who Pleaded|Lo! those who oppose Allah and His messenger will be abased even as those  before them were abased; and We have sent down clear tokens, and for disbelievers is  a shameful doom 
58|6|al-Mujadilah: She Who Pleaded|On the day when Allah will raise them all together and inform them of what  they did. Allah hath kept account of it while they forgot it. And Allah is Witness over  all things. 
58|7|al-Mujadilah: She Who Pleaded|Hast thou not seen that Allah knoweth all that is in the heavens and all that is  in the earth ? There is no secret conference of three but He is their fourth, nor of five  but He is their sixth, nor of less than that or more but He is with them wheresoever  they may be; and afterward, on the Day of Resurrection, He will inform them of what  they did. Lo! Allah is Knower of all things. 
58|8|al-Mujadilah: She Who Pleaded|Hast thou not observed those who were forbidden conspiracy and afterward  returned to that which they had been forbidden, and (now) conspire together for crime  and wrongdoing and disobedience toward the messenger ? And when they come unto  thee they greet thee with a greeting wherewith Allah greeteth thee not, and say within  themselves: Why should Allah punish us for what we say ? Hell will suffice them;  they will feel the heat thereof - a hapless journey's end! 
58|9|al-Mujadilah: She Who Pleaded|O ye who believe! When ye conspire together, conspire not together for  crime and wrongdoing and disobedience toward the messenger, but conspire together  for righteousness and piety, and keep your duty toward Allah, unto whom ye will be  gathered. 
58|10|al-Mujadilah: She Who Pleaded|Lo! Conspiracy is only of the devil, that he may vex those who believe; but  he can harm them not at all unless by Allah's leave. In Allah let believers put their  trust. 
58|11|al-Mujadilah: She Who Pleaded|O ye who believe! when it is said unto you, Make room! in assemblies, then  make room; Allah will make way for you (hereafter). And when it is said, Come up  higher! go up higher; Allah will exalt those who believe among you, and those who  have knowledge, to high ranks. Allah is Informed of what ye do. 
58|12|al-Mujadilah: She Who Pleaded|O ye who believe! When ye hold conference with the messenger, offer an  alms before your conference. That is better and purer for you. But if ye cannot find  (the wherewithal) then lo! Allah is Forgiving, Merciful. 
58|13|al-Mujadilah: She Who Pleaded|Fear ye to offer alms before your conference ? Then, when ye do it not and  Allah hath forgiven you, establish worship and pay the poor-due and obey Allah and  His messenger. And Allah is Aware of what ye do. 
58|14|al-Mujadilah: She Who Pleaded|Hast thou not seen those who take for friends a folk with whom Allah is  wroth ? They are neither of you nor of them, and they swear a false oath knowingly. 
58|15|al-Mujadilah: She Who Pleaded|Allah hath prepared for them a dreadful doom. Evil indeed is that which they  are wont to do. 
58|16|al-Mujadilah: She Who Pleaded|They make a shelter of their oaths and turn (men) from the way of Allah; so  theirs will be a shameful doom. 
58|17|al-Mujadilah: She Who Pleaded|Their wealth and their children will avail them naught against Allah. Such  are rightful owners of the Fire; they will abide therein. 
58|18|al-Mujadilah: She Who Pleaded|On the day when Allah will raise them all together, then will they swear unto  Him as they (now) swear unto you, and they will fancy that they have some standing.  Lo! is it not they who are the liars ? 
58|19|al-Mujadilah: She Who Pleaded|The devil hath engrossed them and so hath caused them to forget  remembrance of Allah. They are the devil's party. Lo! is it not the devil's party who  will be the losers ? 
58|20|al-Mujadilah: She Who Pleaded|Lo! those who oppose Allah and His messenger, they will be among the  lowest. 
58|21|al-Mujadilah: She Who Pleaded|Allah hath decreed: Lo! I verily shall conquer, I and My messengers. Lo!  Allah is Strong, Almighty. 
58|22|al-Mujadilah: She Who Pleaded|Thou wilt not find folk who believe in Allah and the Last Day loving those  who oppose Allah and His messenger, even though they be their fathers or their sons  or their brethren or their clan. As for such, He hath written faith upon their hearts and  hath strengthened them with a Spirit from Him, and He will bring them into Gardens  underneath which rivers flow, wherein they will abide. Allah is well pleased with  them, and they are well pleased with Him. They are Allah's party. Lo! is it not Allah's  party who are the successful ? 
59|1|al-Hashr: The Exile|All that is in the heavens and all that is in the earth glorifieth Allah, and He is  the Mighty, the Wise. 
59|2|al-Hashr: The Exile|He it is Who hath caused those of the People of the Scripture who  disbelieved to go forth from their homes unto the first exile. Ye deemed not that they  would go forth, while they deemed that their strongholds would protect them from  Allah.  But Allah reached them from a place whereof they recked not, and cast terror  in their hearts so that they ruined their houses with their own hands and the hands of  the believers. So learn a lesson, O ye who have eyes! 
59|3|al-Hashr: The Exile|And if Allah had not decreed migration for them, He verily would have  punished them in the world, and theirs in the Hereafter is the punishment of the Fire. 
59|4|al-Hashr: The Exile|That is because they were opposed to Allah and His messenger; and whoso is  opposed to Allah, (for him) verily Allah is stern in reprisal. 
59|5|al-Hashr: The Exile|Whatsoever palm-trees ye cut down or left standing on their roots, it was by  Allah's leave, in order that He might confound the evil-livers. 
59|6|al-Hashr: The Exile|And that which Allah gave as spoil unto His messenger from them, ye urged  not any horse or riding-camel for the sake thereof, but Allah giveth His messenger  lordship over whom He will. Allah is Able to do all things. 
59|7|al-Hashr: The Exile|That which Allah giveth as spoil unto His messenger from the people of the  townships, it is for Allah and His messenger and for the near of kin and the orphans  and the needy and the wayfarer, that it become not a commodity between the rich  among you. And whatsoever the messenger giveth you, take it. And whatsoever he  forbiddeth, abstain (from it). And keep your duty to Allah. Lo! Allah is stern in  reprisal. 
59|8|al-Hashr: The Exile|And (it is) for the poor fugitives who have been driven out from their homes  and their belongings, who seek bounty from Allah and help Allah and His messenger.  They are the loyal. 
59|9|al-Hashr: The Exile|Those who entered the city and the faith before them love those who flee  unto them for refuge, and find in their breasts no need for that which hath been given  them, but prefer (the fugitives) above themselves though poverty become their lot.  And whoso is saved from his own avarice - such are they who are successful. 
59|10|al-Hashr: The Exile|And those who came (into the faith) after them say: Our Lord! Forgive us  and our brethren who were before us in the faith, and place not in our hearts any  rancour toward those who believe. Our Lord! Thou art Full of Pity, Merciful. 
59|11|al-Hashr: The Exile|Hast thou not observed those who are hypocrites, (how) they tell their  brethren who disbelieve among the People of the Scripture: If ye are driven out, we  surely will go out with you, and we will never obey anyone against you, and if ye are  attacked we verily will help you. And Allah beareth witness that they verily are liars. 
